Direction,Date,Message
Sent,"2025-09-25 16:42:15","and the best answer i have for you is that, in all of the different relationships i've been in, there's never been anything even comparable to what I have felt about you from the first day I spoke to you. 

I can not shake th’s sens’s this weird, electric energy that you make me feel anI get when I energy that I get when I think about what a future together would look like and how much better we could be (individually and as a unit) each knowing that - for however fucked the world is and however shitty people are  - there’s at least one person who knows you better than anyone else and who is never going to betray or abandon oI hurt you.  

Now that I’ve found the girl of my literal dreams and I have her attention - the thing I really want to build is a bond that means something more than anyone else would even understand, let alone desire. "
Sent,"2025-09-25 16:57:19","I want to make you feel like you know without ANY doubt whatsoever that you are my world and that betraying you would be so unthinkable to me that it's not even a serious possibility,

I want you to know in your heart that I’ll be there to help you bury the body when you run over someone on a bicycle with your car (because you can’t see at night lolz.)

I want you to feel like you mean so much to me that I wouldn’t even have to think about throwing myself in front of you to protect you. 

I want to give you something that money can’t buy - a real and legitimate partner - someone that oozes affection and dedication to one thing over anything else… "
Sent,"2025-09-25 16:58:07","i want to offer you something that i hoenstly do not believe you’re going to find anywhere else, and that nobody else can or would be able to give you:"
Sent,"2025-09-25 17:04:58","I am the person who can give you the passion, intensity and real spirit of romantic adventure that you've described in your relationship with danny, but with a sense of permenance and stability that keeps you from having to wonder or worry about whether or not i am going to lose interest, change or stop giving you 100% of my heart and soul.  "
Sent,"2025-09-25 17:13:13","I’ve been reluctant to put it in those terms because I want to be super careful not to seem like I am minimizing or disparaging what he meant to you and how much his death effected you. 

i hope you understand that I’m only saying that I understand what made his effect on you so profound and those things are what I wanted before I knew you existed. 

You will never have to feel like what that person and time in your life meant to you is threatening to me, that I need you to suppress or get rid of his memory or the huge role he played in making kristin who she is today or walk on eggshells about feeling sad, nostalgic or any other emotional framework that exists in you."
Sent,"2025-09-25 17:18:49","I love you so fucking much. I love you way more than I can make sense of.

Everything about this - from how I learned that Kristin Prentiss even existed, to your journey to giving me the chance to speak to you, to how this has developed and the ebb/flow of our dynamic ever since - it is something that just feels like everything is exactly where it was meant to be. 

We found each other at the exact moment in both of our lives that made this not only seem possible  but completely fucking inevitable.  I’ve been obsessed with all of the different decisions and circumstances that had to play out in both of our lives to create this collision course that has produced….well, ‘this’. 

And it seems so insane that I can’t explain it"
Sent,"2025-09-25 17:30:58","I know that I’m flawed. I know that I’m not anywhere near good enough for you and that you deserve so much more than I currently have to offer. I am weird and difficult and super-extra and don’t have the kind of well-adjusted goals that the modern world requires.

But I can give you something that I truly believe you will not be able to find, no matter how long you search:  true love. 

In fact, you already have it. The mythologized true love that can only happen when two people who have lived lives that have molded them into perfectly curated versions of themselves on top of the genetic factors that make them perfectly and astonishingly aligned and compatible.  

It takes that, and the astonished unlikely series of events that make the timing play out perfectly, and any number of other environmental considerations that explain why this is so bizarre and uncommon. We are watching the results of infantecimally unlikely odds play out in real time in front of our eyes and I am determined to show you that this is something we’re never going to get another chance at."
Sent,"2025-09-25 17:37:38","I'll keep trying to show you that I am here. I am ready. and I want to give all of myself to you and only you for the rest of my life. 

I can and will do everything I possibly can to make you feel like it would be so much worse to not see this as the most important and best thing that has happened to either one of us. 

...because I love you Kristin Prentiss. I love you in a way that I’ve never felt about anybody else and I’m convinced that I could never  love’re the only person in this world that makes me feel like there’s a point to any of this. Now that I know you are real, I don’t think Iu are real, I don’t think things will ever be the same again"
Sent,"2025-09-25 17:37:53","I love you so much. Enjoy your nap lmao"
Received,"2025-09-25 18:07:27","Babe we wish I was napping"
Sent,"2025-09-25 18:07:39","i don’t know why but, even though i literally said it in my last message, I really need to say it one more time because it feels important:

Kristin - i love you. i am completely, wildly, unfathomably and irredemably in love with you. I love you more and unlike anything I’ve ever felt before and it’s the most incredible and hopeful feeling I’ve ever had. You’ve given me something that nobody else ever has - a real and organic sense that I’m connected to someone…and rather than see this as something that should be doubted because it’s so new - I’ve poured over why I feel this way and  

SHUT UP I”M CHEESIN HERE "
Sent,"2025-09-25 18:07:45","lmao sorry i did plenty of that"
Sent,"2025-09-25 18:08:02","are you dashin? I would not have sent 10000000 texts if I knew you weren’t asleep"
Received,"2025-09-25 18:10:54","￼"
Received,"2025-09-25 18:11:29","￼"
Received,"2025-09-25 18:11:30","I made that "
Received,"2025-09-25 18:11:30","For you"
Received,"2025-09-25 18:11:30",Brb
Received,"2025-09-25 18:11:58","￼"
Received,"2025-09-25 18:12:41","￼"
Sent,"2025-09-25 18:32:57","Oh fuck I just realized when I wiped my computer I forgot to turn your read receipts on"
Sent,"2025-09-25 18:32:59","😟 "
Received,"2025-09-25 18:49:43","Is that right,"
Received,"2025-09-25 18:50:05","Hold please. I need to read all of this. I got 98% of my shit upstairs. "
Received,"2025-09-25 18:50:14","Need to go get my dog lol"
Sent,"2025-09-25 18:57:49","read it when you have a chance sweetie the whole point is that I’m not going anywhere so there’s no hurry <3"
Sent,"2025-09-25 19:22:44","Baby I’m at war"
Sent,"2025-09-25 19:22:47","Yellow jacket"
Sent,"2025-09-25 19:22:51","Salt gun"
Sent,"2025-09-25 19:23:05","it’s a fucking bloodbath"
Sent,"2025-09-25 19:29:08","Oh this is bad this very bad"
Sent,"2025-09-25 19:29:19","I hit that little nigga with a big round of iodized sale"
Sent,"2025-09-25 19:30:27","And he flinched but I didn’t get the confirm kill"
Sent,"2025-09-25 19:30:36","Now he is on my shit like white on rice"
Sent,"2025-09-25 19:31:03","This is like the second punic war I am going to die a bloody bee-stung death"
Sent,"2025-09-25 19:31:34","I want you to know before he finally gets me"
Sent,"2025-09-25 19:32:11","you’ve been the light of my life and I do not fear my imminent death. I fear only that I leave you to fight the bees for yourself"
Sent,"2025-09-25 19:33:17","They are a treacherous and malevolent force that must be exterminated or placed into pollination concentration camps for the good of our species"
Sent,"2025-09-25 19:34:35","For I may shift from this mortal coil at the hands of my awful insect enemy, but I leave you with my enduring spirit to first cleanse this planet of these awful bees and then to fight the final battle against the spiders. I feel quite sure they are conspiring with each other in some unholy alliance"
Sent,"2025-09-25 19:36:42","(((( behind the scenes: dan is likely yapping and trying to be funny as a coping mechanism to conceal his adrenaline-sourced terror at the insect he is dealing with - it isn't working because it never works))))"
Sent,"2025-09-25 19:44:01","i bet the fucking camera clips are going to be"
Sent,"2025-09-25 19:44:06","highly embarrassing "
Sent,"2025-09-25 19:45:25","I am legit terrified lmao "
Sent,"2025-09-25 19:45:31","i have hit this thing with salt like 20 times"
Sent,"2025-09-25 19:45:38","it must be fucking FURIOUS"
Sent,"2025-09-25 19:52:56","okay I need to regroup. You can see me be a little Mary about this thing and this is NOT going to help me convince you I’m worth dating lmao. 

time to put on my bee-hunting music"
Sent,"2025-09-25 19:53:02",https://www.youtube.com/watch?v=dx7vNdAb5e4
Received,"2025-09-25 20:26:54","Hi cheese head"
Received,"2025-09-25 20:27:50","Lol you’re retarded 😝😂😂"
Received,"2025-09-25 20:28:30","Luckily for you, I cherish them. They love me. "
Received,"2025-09-25 20:28:42","WHAT 🐝 "
Received,"2025-09-25 20:29:37","Will you leave it the fuck alone? 😂🤣 oh my God"
Received,"2025-09-25 20:30:08","￼"
Received,"2025-09-25 20:30:11","Who is that,"
Received,"2025-09-25 20:30:29","Oh nvm that was yesterday"
Sent,"2025-09-25 20:32:31","￼"
Sent,"2025-09-25 20:32:52","I would LOVE to. stg it came to ME "
Received,"2025-09-25 20:32:52","￼"
Sent,"2025-09-25 20:33:04","And I hear this fucker buzzing around like a maniac"
Received,"2025-09-25 20:33:17","￼"
Sent,"2025-09-25 20:33:30","Woooooooow look at u"
Sent,"2025-09-25 20:34:19","bourgeois kristin"
Received,"2025-09-25 20:35:53","￼"
Received,"2025-09-25 20:36:21","￼"
Received,"2025-09-25 20:36:22","Disliked an image"
Received,"2025-09-25 20:36:22","Wow 😂"
Received,"2025-09-25 20:41:42","With this half ass finished room but I’m so grateful I have windows. Lol. My dads like “don’t be sticking your head out the window smoking”"
Received,"2025-09-25 20:41:43","Listen to me. Leave the bee alone. "
Received,"2025-09-25 20:41:43","Please. They are going extinct, without them we are nothing"
Received,"2025-09-25 20:41:55","￼"
Received,"2025-09-25 20:43:05","￼"
Received,"2025-09-25 20:43:06","Cute "
Received,"2025-09-25 20:43:06","Fake ass flowers"
Received,"2025-09-25 20:43:06","Anyways. I finally got to read what you said. It was so unbelievably thoughtful. I planned on coming over tonight but it’s best I stay home with my babies in the new room for comfort and Ryder has my Vizio right now so … but - thank you. Thank you so much for being YOU ♥️"
Received,"2025-09-25 20:43:46",
Received,"2025-09-25 20:44:38","I can’t wait to bring you a blankey "
Received,"2025-09-25 20:45:12","It will be sooooooooo soft"
Received,"2025-09-25 20:45:39","It’s really for me and Milz but"
Received,"2025-09-25 20:45:50","We can maybe share with you"
Received,"2025-09-25 20:46:06","I only took 1.25 today that’s crazzzzy"
Sent,"2025-09-25 20:48:08","I love you."
Received,"2025-09-25 20:48:50","I love you Dan. So much"
Sent,"2025-09-25 20:49:03","Someone is showing the house at 10am tomorrow so I have to clean anyways 😟"
Received,"2025-09-25 20:49:31","I mean … it’s not like I wouldn’t help you"
Received,"2025-09-25 20:50:34","I have the option to go get my crack head people and get weed right now but I’m so sketched out with them in my car. They ride so fucking dirty it’s unreal"
Received,"2025-09-25 20:50:57","Are my glasses there? Lol"
Received,"2025-09-25 20:51:45","I actually have an eye appt next Monday ironically but - I think I lost them. I’m sure"
Received,"2025-09-25 20:54:26","Like no matter where I take these people there’s so many pipes and rocks and baggies like they can’t just leave their pipes at the same place I’m bringing them right back to. I’m not even asking you to leave your drugs. But they HAVE to blow down on that 30 min drive. It would be such a shame to get swooped on with them when I am not affiliated just guilty by association "
Received,"2025-09-25 21:03:32","Ohio is chill but PA is so strict. They could smack me with all of it if they wanted to bc it’s my car. I know the female won’t have my back but Klynton might take the hit but it still doesn’t matter by law it’s my vehicle. So risky lol"
Received,"2025-09-25 21:17:25","￼"
Received,"2025-09-25 21:18:30","Do me a favor please when you get a chance. I just was clearing out my e-mails and found this. Clearly I’ve never had discord before but can you search and make sure my name doesn’t come up anywhere please? Idk why it would idk how to even use it. I hate it."
Sent,"2025-09-25 21:25:41","Sorry I was upstairs listening to fucking john’s court story for his dui let me catch up"
Sent,"2025-09-25 21:25:51","Loved “I love you Dan. So much”"
Sent,"2025-09-25 21:26:46","i would be absolutely blown away if they were and I hadn’t found them by chance yet. I lose….at lot of stuff so I’m constantly searching the floor and poking around but if they are I will for sure find them tonight"
Sent,"2025-09-25 21:27:44","worst night to deal with this too. No drugs. Archenemy yellow jacket flying around like a fucking BlackWater mercenary "
Sent,"2025-09-25 21:29:22","Is it worth it? Like - I know I am an absolute fucking neurotic mess about car stuff because I hated my arrest experience so much and it would have so easily been avoided but please make sure you run the cost/benefit analysis about what you’re getting from that kind of risk exposure"
Sent,"2025-09-25 21:29:36","promise I am not trying to tell you one way or the other what to do BUT"
Received,"2025-09-25 21:30:01","Never worth it lol"
Received,"2025-09-25 21:30:43","🫶🏼"
Received,"2025-09-25 21:31:09","I’m not going tonight I don’t think"
Sent,"2025-09-25 21:33:00","You know about how these fuckin wife beater pig cops will completely invent probable cause to get a search if they have any indication that there might be something in the car and no matter what you’re going to be overly exposed as the driver so just….be smart….

and stop driving around smoking you fucking dork that’s just handing them the easiest win ever and even a small scrape could derail all kinds of shit for you and I just don’t want you to get in trouble when smart people like us know how to break laws and not get caught "
Sent,"2025-09-25 21:33:52","omg I’m stupid. Literally reading and responding one at a time because I haven’t done it like this and I’m trying to miss less stuff taht you say.

Correct. You are on the right track. Sorry to lecture you about stuff you already know and said ❤️"
Received,"2025-09-25 21:34:37","No you’re right I’m always smoking too which only makes it worse I def take responsibility too"
Sent,"2025-09-25 21:34:41","I can…….try? I have a discord account but it’s not something I’ve ever really used so I’m not sure what the search functions will allow me to do but let me take a look."
Sent,"2025-09-25 21:34:58","I guess if that is waht was the catalyst for the email then it must be possible"
Received,"2025-09-25 21:34:59","Thank you. I’m tripping"
Sent,"2025-09-25 21:35:52","Okay I’ve got good behind the scenes here"
Sent,"2025-09-25 21:36:05","So people constantly think that I could fucking…hack them"
Sent,"2025-09-25 21:36:12","And I do not correct this "
Sent,"2025-09-25 21:36:21","I have no fucking idea how to do anything like that"
Sent,"2025-09-25 21:36:28","But I AM super good at online research"
Sent,"2025-09-25 21:36:56","So…no, I am not going to be able to access anything that is like…not publicly accessible"
Received,"2025-09-25 21:37:24","Idk anything about discord. Can you search like accounts by name?"
Sent,"2025-09-25 21:37:53","That’s what I’m about to find out"
Sent,"2025-09-25 21:39:13","Okay there is no way to either view or search by email for discord users"
Sent,"2025-09-25 21:39:28","It is absolutely 100% not possible, that data is not available to anyone."
Sent,"2025-09-25 21:40:01","The closest you COULD get is if someone had linked another social media network like Facebook or insta to their discord profile, you could theoretically use that to then find someone’s email"
Sent,"2025-09-25 21:40:10","But that doesn’t sound like what the email was describing"
Sent,"2025-09-25 21:40:21","so i’m calling bravo Sierra"
Received,"2025-09-25 21:41:37",?
Received,"2025-09-25 21:42:08","He already had my e-mail. So does that deplete anything to do with discord?"
Received,"2025-09-25 21:51:50","￼"
Sent,"2025-09-25 21:51:53","what I’m saying is that there’s no way for someone to see what email account  is tied to a discord account"
Sent,"2025-09-25 21:52:02","Yeah you can search username"
Received,"2025-09-25 21:52:08","If my phone was hacked legit by dude. Would he have access to my server?"
Sent,"2025-09-25 21:52:45","so just to clarify - when people are hacked..that almost always just means that they have somehow gained access to your PASSWORD"
Sent,"2025-09-25 21:53:00","it is almost unheard of in 2025 for someone to physically have access to the backend of a device"
Received,"2025-09-25 21:53:10","I think you forgot Ahmed had my entire phone. Apple login and all"
Received,"2025-09-25 21:53:24","Because of that physical sim"
Sent,"2025-09-25 21:53:48","okay but you just need to change all your passwords and log out of all active sessions"
Sent,"2025-09-25 21:54:02","Most importantly "
Sent,"2025-09-25 21:54:10","Apple ID, email, bank"
Sent,"2025-09-25 21:54:17","Then Facebook,etc"
Received,"2025-09-25 21:54:28","I did that forever ago. Hmm"
Sent,"2025-09-25 21:54:59","What’s your indication someone has access "
Sent,"2025-09-25 21:55:09","Like what is happening that is giving you that impression"
Received,"2025-09-25 21:55:25","My old iPhone is in Egypt somewhere last I knew. Idk where it is now"
Sent,"2025-09-25 21:56:14","so - obviously anything on that phone is compromised (whatever email, picture, text, etc was already on that phone’s hard drive) but if you change passwords and log out of all active devices then it would stop updating "
Sent,"2025-09-25 21:56:50","Here’s a good thing to do - go on your Apple ID settings. 
go to security
Look to see what ACTIVE DEVICES are logged in and their locations"
Sent,"2025-09-25 21:58:15","Apple ID is going to be the most important target for that stuff because iCloud "
Sent,"2025-09-25 22:02:14","the real hmmmmmm here for my conspiracy brain is that this was sent the day Charlie Kirk got shot and discord was a big part of that story during the manhunt. i think we've discovered a connection from the murder to the Egyptian Assissi administration  "
Sent,"2025-09-25 22:02:53","And in other news, Dan is stoned."
Sent,"2025-09-25 22:03:30","i don’t even know if Assisi is still the president prime minister whatever the fuck they have "
Received,"2025-09-25 22:04:45","Lol. To be fair they overthrew the last dude. But the individual now is militant. But - wtf"
Received,"2025-09-25 22:04:53","￼"
Received,"2025-09-25 22:04:59","￼"
Sent,"2025-09-25 22:05:05","**COUGH FIRST MAJORITY MUSLIM NATION TO RECOGNIZE ISRAEL COUGH COUGH**"
Received,"2025-09-25 22:05:23","No shit lol"
Sent,"2025-09-25 22:05:24","They wanted that fucking desert back so bad"
Sent,"2025-09-25 22:05:28","Aint nothing happening "
Received,"2025-09-25 22:05:33","Bahahahaha wow"
Received,"2025-09-25 22:05:42","It’s called a peace treaty "
Received,"2025-09-25 22:05:54","Gtfo and don’t come back is what that means"
Sent,"2025-09-25 22:06:35","It’s called solidarity with Palestine from the river to the foookin sea m8"
Sent,"2025-09-25 22:06:41","Okay sorry back on track"
Received,"2025-09-25 22:06:52","M8 he says"
Sent,"2025-09-25 22:06:53","What is headway"
Sent,"2025-09-25 22:07:09","You have to read it in a football hooligan Irish accent if I say m8"
Sent,"2025-09-25 22:07:38","Otherwise your a f000kin nonce m8 aint it"
Received,"2025-09-25 22:07:39",Look
Received,"2025-09-25 22:07:47","￼"
Received,"2025-09-25 22:07:48","Idk what this app is"
Received,"2025-09-25 22:08:00","I did not create an account with them"
Sent,"2025-09-25 22:08:03","Okay yeah you’re shit is busted"
Sent,"2025-09-25 22:08:06",So
Received,"2025-09-25 22:08:09","Lmao great"
Sent,"2025-09-25 22:08:12","iphone settings"
Received,"2025-09-25 22:08:14","I TOLD YOU"
Sent,"2025-09-25 22:08:16","Apple ID "
Sent,"2025-09-25 22:08:20","Very top of the page"
Sent,"2025-09-25 22:08:35","go in there and find security settings "
Received,"2025-09-25 22:08:39","I did this already but I think they hace access to anything I swear "
Sent,"2025-09-25 22:08:46","Trust me this is my shit"
Sent,"2025-09-25 22:09:03","New password>
log out of ALL DEVICES>
Turn on 2 factor authentication"
Sent,"2025-09-25 22:09:40","i mean you don’t have to"
Sent,"2025-09-25 22:09:44","But that’s how you would lock down"
Sent,"2025-09-25 22:09:55","You need to get every device currently signed in to log out"
Received,"2025-09-25 22:10:00","I already did all this though when it first happened"
Sent,"2025-09-25 22:10:03","And it usually asks you when you change our password"
Sent,"2025-09-25 22:10:28","well you may want to do it again because if you did it before aug 3, you might have missed a step"
Sent,"2025-09-25 22:10:54","Because you can be sure at least on august 3 that it was still signed in on a device of some sort"
Received,"2025-09-25 22:11:07","Tell me how to find what devices are logged in only please. "
Sent,"2025-09-25 22:11:22","That will be in that same place"
Sent,"2025-09-25 22:11:29","acutally do this"
Received,"2025-09-25 22:11:30","Please be specific"
Sent,"2025-09-25 22:11:45",https://www.icloud.com/
Sent,"2025-09-25 22:11:45","Go there"
Received,"2025-09-25 22:11:54","See I don’t have that purposely"
Received,"2025-09-25 22:12:07","I hate iCloud "
Received,"2025-09-25 22:12:18","I never had one or used it bc it’s sketch asf"
Received,"2025-09-25 22:12:43","￼"
Sent,"2025-09-25 22:12:43","No it’s "
Sent,"2025-09-25 22:12:45","trust me"
Sent,"2025-09-25 22:12:52","that’s how you get to your Apple ID setting in browser"
Received,"2025-09-25 22:13:09","You’re going to have to do it for me idk"
Sent,"2025-09-25 22:13:37","Okay that’s more believable than email"
Received,"2025-09-25 22:14:16","The point is .. my phone is stolen. And Ahmed should not even like have a functioning American number rn either. Idk it’s dumb"
Sent,"2025-09-25 22:14:40","okay well if it’s tied to the same Apple ID that you use now you can remote wipe the phone"
Sent,"2025-09-25 22:14:47","Open the “find my” app on your iPhone"
Received,"2025-09-25 22:14:52","Honey. I did this "
Received,"2025-09-25 22:14:56","But okay hold on"
Received,"2025-09-25 22:15:01","Where,"
Sent,"2025-09-25 22:15:35","It’s an app so go to the Home Screen - put your finger between the rows of apps and swipe down, it will open spotlight search"
Sent,"2025-09-25 22:15:45","Type “find” and then click on the app called FIND MY"
Received,"2025-09-25 22:15:45","￼"
Received,"2025-09-25 22:15:59","Now what?"
Sent,"2025-09-25 22:15:59","Click devices"
Sent,"2025-09-25 22:16:32","￼why is mine not updating wtf
"
Received,"2025-09-25 22:16:42","￼"
Sent,"2025-09-25 22:16:48",Anyways
Sent,"2025-09-25 22:16:50","Go to devices"
Sent,"2025-09-25 22:16:57","Oooookay that’s not good"
Sent,"2025-09-25 22:17:01","Um click me "
Received,"2025-09-25 22:17:01",Why??????
Received,"2025-09-25 22:17:09",What(
Sent,"2025-09-25 22:17:27","￼Mine still has all of my old devices that I had signed in on"
Sent,"2025-09-25 22:17:49","Someone must have removed your Apple ID from the phone so you couldn’t do what we are trying Tod o"
Received,"2025-09-25 22:17:57","Im sure"
Sent,"2025-09-25 22:18:09",Wellllllpppp....
Sent,"2025-09-25 22:18:19","Let me think"
Received,"2025-09-25 22:18:20","I removed the Apple ID "
Sent,"2025-09-25 22:18:37","That was a big mistake. You should have done that AFTER you wiped them"
Received,"2025-09-25 22:18:45",Wait
Sent,"2025-09-25 22:18:50","Because now you need the physical phone to get it back soon to clear it remotely"
Sent,"2025-09-25 22:19:10","￼"
Sent,"2025-09-25 22:19:21","If it was still on that phone you could erase the entire thing remotely"
Received,"2025-09-25 22:20:18","Okay this is confusing and frustrating. I had my old iPhone. I gave it to Ahmed. I wiped it clean but it still had my physical sim in it. "
Received,"2025-09-25 22:21:02","He had it - then I flipped tf out and made him bring me my sim back and he did but I just threw it away bc how was I going to test it"
Received,"2025-09-25 22:21:15","But shortly after the phone was then sent to Egypt"
Received,"2025-09-25 22:21:57","And …. That was around the time my SSN got stolen but I didn’t find that out until 2 months ago. That was summer 2024. "
Sent,"2025-09-25 22:23:28","You are like a chaos magnet"
Sent,"2025-09-25 22:23:47","I am also but not nearly as….globally complicated lmao"
Received,"2025-09-25 22:23:48","🤦🏻‍♀️ "
Sent,"2025-09-25 22:24:31","Okay here’s the plan"
Sent,"2025-09-25 22:25:16","I’m going to forge a note and leave it for the bee which frames homeboy with some kind of vile crime against his hive. We’ll get the bee off my back and take out your problem with hornet stings all in one go"
Received,"2025-09-25 22:26:00","….. you are so concerned for this poor bee"
Sent,"2025-09-25 22:26:02","Other than that all you’ve got is a password reset and lock that s"
Received,"2025-09-25 22:26:19","I did all of this multiple times 😭"
Sent,"2025-09-25 22:26:30","NO fuck the bee I want him dead. I refuse to believe the salt I coated him in did not sting his little 800 bee eyes"
Received,"2025-09-25 22:26:34","Trust me the first thing I did was go to Verizon "
Received,"2025-09-25 22:26:40","Oh my GOD"
Sent,"2025-09-25 22:26:47","Oh the technical geniuses at Verizon wireless"
Sent,"2025-09-25 22:27:19","I’ll brainstorm but I don’t know how to access anything if you removed them from your Apple ID"
Received,"2025-09-25 22:27:29","Clearly I’m no rookie. I had to speak with many departments. Still doesn’t justify anything but I did everything I could do"
Received,"2025-09-25 22:27:48","Idk wtf I did just take the fucking phone fix it"
Received,"2025-09-25 22:27:56","I did what I was told to do"
Sent,"2025-09-25 22:28:00","So there’s 2 things here"
Sent,"2025-09-25 22:28:09","We’ve got the physical phone and whatever is on that"
Sent,"2025-09-25 22:28:23","And then the account which is still obviously active"
Received,"2025-09-25 22:28:42","You lost me already. It’s okay "
Received,"2025-09-25 22:28:56","The shit is retarded"
Sent,"2025-09-25 22:28:58","So the phone part is going to be tricky but honestly if you log out of everything and change the password there’s no way dude can get in without doing a password reset - and you would see that as an email in your "
Sent,"2025-09-25 22:29:14","Think about an old phone - it had the pictures ON the phone itself"
Received,"2025-09-25 22:29:15","I did this immediately when it happened"
Received,"2025-09-25 22:29:32","So clearly … it doesn’t work"
Received,"2025-09-25 22:29:38","Whatever whoever did"
Sent,"2025-09-25 22:29:56","i mean I can guarantee you that I could get your account secured"
Received,"2025-09-25 22:30:05","Okay then take it"
Sent,"2025-09-25 22:30:24","we can do it next time I see you it’s not going to be a big thing "
Sent,"2025-09-25 22:30:28","It will take 5 minutes"
Received,"2025-09-25 22:30:39","But what … are people seeing?"
Received,"2025-09-25 22:30:48","Live shit?"
Sent,"2025-09-25 22:31:14","I mean, quite possibly? that’s what we can find out seeing who is logged in to your apple account"
Sent,"2025-09-25 22:31:34","Like if I get on a new device all my messages will regenerate because I have them sync’d"
Sent,"2025-09-25 22:31:57","but you might not have your iMessage sync’d"
Received,"2025-09-25 22:32:02","We can change my Apple ID password again, sure. But it’s not going to make a difference .. "
Sent,"2025-09-25 22:32:18","Okay but the only way it makes a difference is if you ALSO log everything out"
Sent,"2025-09-25 22:32:34","Because if you don’t do that, it doesn’t (immediately) ask that device for the new password"
Sent,"2025-09-25 22:32:54","Eventually it probably will, but you need to clear out everyone that is currently signed in and set a new password"
Received,"2025-09-25 22:33:05","Right but when I changed all my passwords bc of this, I already logged out to change them"
Received,"2025-09-25 22:33:29","How do I tell who is currently signed in tho, "
Sent,"2025-09-25 22:34:18","It will be in your Apple ID security settings"
Received,"2025-09-25 22:34:52","￼"
Sent,"2025-09-25 22:35:21","Click two factor"
Received,"2025-09-25 22:35:41","￼"
Sent,"2025-09-25 22:36:11","Maybe set up a security key"
Sent,"2025-09-25 22:36:26","I’ve never done that but it says it will prevent unauthorized account access"
Sent,"2025-09-25 22:36:36","And it’s not a password change so - something new"
Received,"2025-09-25 22:36:47","￼"
Received,"2025-09-25 22:37:13","Run it?"
Received,"2025-09-25 22:38:02","Can’t"
Received,"2025-09-25 22:38:08","￼"
Received,"2025-09-25 22:38:54","￼"
Received,"2025-09-25 22:39:31","￼"
Received,"2025-09-25 22:39:34","🤷🏻‍♀️ "
Sent,"2025-09-25 22:51:39","did you hit ok yet"
Sent,"2025-09-25 22:51:48","Sorry I was summoned upstairs"
Received,"2025-09-25 22:51:50","lol uh"
Received,"2025-09-25 22:51:52",Yea
Sent,"2025-09-25 22:51:54","It should either prompt you for a code"
Received,"2025-09-25 22:52:02","It didn’t do dick"
Received,"2025-09-25 22:52:05","I’m over it"
Sent,"2025-09-25 22:52:23","i’m torn like "
Sent,"2025-09-25 22:52:42","It’s sus as fuck that accounts are still being created through the Apple ID "
Sent,"2025-09-25 22:52:52","But at the same time I think there would be more indication if there was another phone signed in"
Received,"2025-09-25 22:52:54","Think about it tho"
Sent,"2025-09-25 22:52:58","Like it would have shown up on devices"
Sent,"2025-09-25 22:53:00","On find my"
Received,"2025-09-25 22:53:15","An iPhone sent to Egypt for what? They live for this shit over there. They have wild access I’m sure"
Received,"2025-09-25 22:53:49","A SSN is what they live for. Lol"
Sent,"2025-09-25 22:54:25","but you’re already cooked on that though, right?"
Received,"2025-09-25 22:54:32","Wym,"
Received,"2025-09-25 22:54:51","Yea my shits been stolen I guess for a year"
Sent,"2025-09-25 22:55:12","i thought you had told me that you were almost positive that the SSN had been used for an emoployment situation"
Sent,"2025-09-25 22:55:16","So if that’s the case "
Received,"2025-09-25 22:55:20",Yes
Sent,"2025-09-25 22:55:32","it's already out there and I have absolutely no clue what the best move is for that "
Received,"2025-09-25 22:55:34","It is for employment"
Sent,"2025-09-25 22:55:50","But the phone account situation I am more equipped to help you with and we’ll figure it out"
Received,"2025-09-25 22:56:20","Okie dokie 😮‍💨😵‍💫🤧"
Received,"2025-09-25 22:56:43","He says he can’t find it anymore. Idk"
Received,"2025-09-25 22:56:47","Who knows"
Received,"2025-09-25 22:57:23","Unemployment told me this themselves. Lol"
Sent,"2025-09-25 22:58:12","also like to imagine the possibility of someone sitting somewhere watching a phone keeping up with someone else’s conversation is such a wildly pathetic scrub ass move that i would like to think is too far out to image"
Received,"2025-09-25 22:58:13","But whatever. I appreciate you. Thank you for trying to help .. that shit geeks me out"
Sent,"2025-09-25 22:58:27","So as for your concern about realtime sync’d shit"
Sent,"2025-09-25 22:59:06","I wouldn’t assume your account is exposed to that degree"
Sent,"2025-09-25 22:59:13","I think you’re cool and the gang"
Received,"2025-09-25 22:59:19","He messaged me the other day and said “where are your dudes” or some shit but it’s so hard to tell what is going on. Ahmed sold the phone that’s a fact. He didn’t do anything with it but Kasabani literally flew it to Egypt"
Received,"2025-09-25 22:59:38","It was synched for a small period"
Received,"2025-09-25 22:59:46","Just don’t even worry about it lol fuck it"
Sent,"2025-09-25 23:00:51","okay well I did work at a Lebanese restaurant for 5 years and if it really hits the fan I’m going to have to call some of my Hezbollah boys "
Sent,"2025-09-25 23:01:27","hassan nasrallah rip rip rip"
Received,"2025-09-25 23:01:42","Lol shits already hit it all I had green lasers on my wall somebody in VA is using my SSN as we speak I’m over it "
Received,"2025-09-25 23:02:03","Loved “hassan nasrallah rip rip rip”"
Received,"2025-09-25 23:02:32","I love you though"
Received,"2025-09-25 23:02:46","I’m sorry to interrupt cleaning time"
Sent,"2025-09-25 23:03:07","Okay well if you got tested already that means my cameras are compromised too so…what I can do is…"
Received,"2025-09-25 23:03:16",Lol
Sent,"2025-09-25 23:03:21","okay nevermind that was going to be "
Received,"2025-09-25 23:03:22",ZION
Received,"2025-09-25 23:03:35","😐"
